#time(sec):	Om (Hz)	tswh0:	tswh1:	tswh2:	tswh3:	tswh4:	tswh5:	tswh6:	tswh7:	tswm0:	tswm1:	tswm2:	tswm3:	tswm4:	tswm5:	tswm6:	tswm7:	tswl0:	tswl1:	tswl2:	tswl3:	tswl4:	tswl5:	tswl6:	tswl7:
8270.0	0.0140	40.2658	40.1398	40.0095	40.1218	39.9912	40.1378	40.2085	40.3312	40.4415	40.3736	40.2870	40.2644	40.3197	40.2950	40.3617	40.4007	40.6356	40.5439	40.5286	40.5752	40.4935	40.4429	40.5085	40.6082
8273.4	0.0140	40.2870	40.1164	40.0127	40.1258	39.9852	40.1226	40.2037	40.3371	40.4539	40.3778	40.2897	40.2684	40.3158	40.2745	40.3450	40.3994	40.6499	40.5760	40.5299	40.5705	40.4778	40.4207	40.4932	40.6068
8276.9	0.0140	40.3046	40.0954	40.0149	40.1271	39.9707	40.1065	40.2014	40.3418	40.4663	40.3883	40.2870	40.2738	40.3120	40.2540	40.3283	40.3980	40.6627	40.6127	40.5336	40.5669	40.4742	40.3931	40.4742	40.5724
8280.3	0.0140	40.3259	40.0868	40.0225	40.1324	39.9538	40.0978	40.2109	40.3395	40.4763	40.4009	40.2818	40.2792	40.3081	40.2459	40.3106	40.4007	40.6713	40.6231	40.5361	40.5622	40.4694	40.3668	40.4551	40.5406
8284.0	0.0140	40.3472	40.0929	40.0312	40.1311	39.9719	40.0957	40.2228	40.3430	40.4837	40.4167	40.2977	40.2819	40.2965	40.2448	40.2981	40.3994	40.6770	40.6070	40.5474	40.5527	40.4670	40.3420	40.4336	40.5142
8287.4	0.0140	40.3585	40.1003	40.0453	40.1231	39.9924	40.0957	40.2334	40.3465	40.4862	40.4262	40.3056	40.2846	40.2901	40.2469	40.2929	40.3980	40.6756	40.5863	40.5537	40.5503	40.4634	40.3268	40.4146	40.4904
8290.9	0.0140	40.3648	40.1065	40.0627	40.1138	40.0250	40.1000	40.2418	40.3501	40.4862	40.4325	40.3069	40.2873	40.2888	40.2500	40.2888	40.3954	40.6770	40.5691	40.5587	40.5551	40.4538	40.3241	40.3994	40.4732
8294.4	0.0140	40.3736	40.1151	40.0812	40.1298	40.0722	40.1065	40.2501	40.3571	40.4862	40.4356	40.3136	40.2913	40.2940	40.2510	40.2898	40.3927	40.6756	40.5611	40.5562	40.5574	40.4429	40.3185	40.3880	40.4561
8297.8	0.0140	40.3762	40.1176	40.0855	40.1484	40.1025	40.1194	40.2608	40.3607	40.4825	40.4335	40.3215	40.2954	40.2991	40.2530	40.2909	40.3927	40.6784	40.5542	40.5486	40.5622	40.4393	40.3144	40.3767	40.4403
8301.2	0.0140	40.3724	40.1213	40.0855	40.1564	40.1183	40.1334	40.2763	40.3630	40.4825	40.4325	40.3268	40.2954	40.3017	40.2530	40.2929	40.3914	40.6727	40.5530	40.5436	40.5610	40.4417	40.3144	40.3716	40.4258
8304.6	0.0140	40.3711	40.1287	40.0812	40.1643	40.1268	40.1464	40.2894	40.3654	40.4800	40.4293	40.3308	40.2994	40.3081	40.2571	40.2961	40.3874	40.6713	40.5576	40.5411	40.5563	40.4465	40.3199	40.3666	40.4166
8308.1	0.0140	40.3648	40.1324	40.0812	40.1697	40.1389	40.1594	40.2965	40.3666	40.4763	40.4241	40.3308	40.3021	40.3171	40.2571	40.2992	40.3874	40.6741	40.5622	40.5361	40.5515	40.4501	40.3254	40.3641	40.4206
8311.7	0.0140	40.3548	40.1349	40.0823	40.1763	40.1474	40.1723	40.3001	40.3689	40.4738	40.4241	40.3321	40.3048	40.3287	40.2632	40.3023	40.3861	40.6756	40.5668	40.5336	40.5468	40.4550	40.3309	40.3653	40.4337
8315.1	0.0140	40.3460	40.1411	40.0833	40.1803	40.1547	40.1821	40.2953	40.3678	40.4725	40.4220	40.3321	40.3061	40.3248	40.2735	40.3065	40.3874	40.6741	40.5714	40.5349	40.5397	40.4586	40.3392	40.3666	40.4443
8318.5	0.0140	40.3359	40.1485	40.0844	40.1843	40.1560	40.1875	40.2929	40.3583	40.4701	40.4209	40.3335	40.3075	40.3145	40.2827	40.3096	40.3888	40.6756	40.5760	40.5436	40.5349	40.4586	40.3475	40.3704	40.4469
8321.9	0.0140	40.3272	40.1608	40.0899	40.1843	40.1584	40.1853	40.2894	40.3477	40.4688	40.4209	40.3374	40.3061	40.3030	40.2858	40.3117	40.3861	40.6756	40.5886	40.5461	40.5314	40.4574	40.3530	40.3742	40.4627
8325.4	0.0140	40.3171	40.1769	40.1018	40.1883	40.1596	40.1821	40.2929	40.3430	40.4676	40.4220	40.3467	40.3102	40.2927	40.2899	40.3158	40.3861	40.6784	40.5978	40.5436	40.5314	40.4574	40.3599	40.3805	40.4759
8328.8	0.0140	40.3083	40.1880	40.1171	40.1896	40.1560	40.1799	40.2918	40.3371	40.4676	40.4241	40.3574	40.3088	40.2901	40.2899	40.3179	40.3874	40.6770	40.6047	40.5399	40.5266	40.4561	40.3641	40.3855	40.4891
8332.2	0.0140	40.3021	40.1992	40.1334	40.1950	40.1535	40.1723	40.2894	40.3265	40.4663	40.4251	40.3693	40.3142	40.2888	40.2868	40.3231	40.3901	40.6799	40.6116	40.5386	40.5255	40.4538	40.3682	40.3918	40.4983
8335.6	0.0140	40.2996	40.2116	40.1498	40.2030	40.1438	40.1648	40.2751	40.3183	40.4676	40.4251	40.3773	40.3142	40.2901	40.2806	40.3252	40.3914	40.6770	40.6116	40.5361	40.5207	40.4513	40.3696	40.3944	40.5049
8339.2	0.0140	40.3033	40.2240	40.1662	40.1963	40.1365	40.1507	40.2572	40.3124	40.4701	40.4230	40.3866	40.3129	40.2901	40.2755	40.3283	40.3954	40.6770	40.6196	40.5349	40.5160	40.4501	40.3654	40.3994	40.5234
8342.6	0.0140	40.3109	40.2364	40.1771	40.1923	40.1268	40.1399	40.2430	40.3088	40.4725	40.4241	40.3959	40.3142	40.2888	40.2725	40.3335	40.4007	40.6756	40.6345	40.5374	40.5077	40.4501	40.3682	40.4045	40.5353
8346.1	0.0140	40.3184	40.2463	40.1804	40.1963	40.1037	40.1313	40.2216	40.3112	40.4788	40.4230	40.3946	40.3129	40.2837	40.2653	40.3356	40.4060	40.6784	40.6518	40.5461	40.4994	40.4465	40.3792	40.4108	40.5459
8349.5	0.0140	40.3246	40.2538	40.1837	40.2003	40.0783	40.1216	40.2073	40.3183	40.4850	40.4209	40.3946	40.3088	40.2760	40.2551	40.3366	40.4126	40.6799	40.6633	40.5574	40.4935	40.4405	40.3723	40.4146	40.5551
8352.9	0.0140	40.3359	40.2612	40.1891	40.2016	40.0674	40.1129	40.1943	40.3230	40.4912	40.4220	40.3986	40.3088	40.2657	40.2489	40.3387	40.4153	40.6884	40.6737	40.5712	40.4853	40.4381	40.3682	40.4247	40.5618
8356.3	0.0140	40.3460	40.2662	40.1902	40.2003	40.0746	40.1065	40.1765	40.3230	40.4999	40.4262	40.4026	40.3048	40.2593	40.2397	40.3356	40.4219	40.6970	40.6829	40.5862	40.4782	40.4321	40.3627	40.4323	40.5697
8359.8	0.0140	40.3585	40.2712	40.1869	40.1830	40.0698	40.0968	40.1587	40.3147	40.5086	40.4335	40.4079	40.2994	40.2516	40.2316	40.3325	40.4232	40.7113	40.6933	40.5963	40.4711	40.4237	40.3613	40.4412	40.5684
8363.2	0.0140	40.3711	40.2799	40.1848	40.1550	40.0516	40.0882	40.1445	40.2924	40.5186	40.4409	40.4039	40.2967	40.2349	40.2244	40.3283	40.4259	40.7242	40.6945	40.5975	40.4676	40.4105	40.3654	40.4450	40.5684
8366.8	0.0140	40.3862	40.2861	40.1924	40.1391	40.0275	40.0785	40.1421	40.2759	40.5310	40.4483	40.3946	40.2940	40.2106	40.2193	40.3210	40.4285	40.7342	40.6910	40.6000	40.4640	40.3997	40.3572	40.4437	40.5459
8370.2	0.0140	40.3975	40.3023	40.2099	40.1417	40.0432	40.0731	40.1445	40.2653	40.5448	40.4578	40.4026	40.2886	40.1953	40.2091	40.3117	40.4272	40.7413	40.6945	40.6000	40.4581	40.3865	40.3558	40.4374	40.5287
8373.6	0.0140	40.4114	40.3159	40.2373	40.1697	40.0710	40.0699	40.1445	40.2571	40.5522	40.4683	40.4106	40.2846	40.1850	40.2050	40.3044	40.4299	40.7428	40.7083	40.5963	40.4487	40.3733	40.3544	40.4298	40.5075
8377.1	0.0140	40.4227	40.3297	40.2625	40.1976	40.0868	40.0656	40.1445	40.2524	40.5610	40.4789	40.4173	40.2805	40.1876	40.2020	40.2940	40.4285	40.7499	40.7245	40.5900	40.4381	40.3578	40.3475	40.4197	40.4930
8380.6	0.0140	40.4303	40.3384	40.2823	40.2150	40.1037	40.0580	40.1374	40.2442	40.5647	40.4915	40.4159	40.2805	40.2081	40.2071	40.2867	40.4259	40.7499	40.7291	40.5825	40.4275	40.3434	40.3420	40.4121	40.4732
8384.1	0.0140	40.4366	40.3496	40.3021	40.2337	40.1074	40.0494	40.1409	40.2430	40.5685	40.5063	40.4146	40.2832	40.2260	40.2101	40.2815	40.4179	40.7499	40.7360	40.5750	40.4216	40.3314	40.3461	40.4007	40.4680
8387.5	0.0140	40.4391	40.3646	40.3229	40.2510	40.0843	40.0354	40.1504	40.2442	40.5672	40.5169	40.4173	40.2873	40.2401	40.2111	40.2763	40.4113	40.7470	40.7372	40.5649	40.4181	40.3243	40.3613	40.3893	40.4666
8390.9	0.0140	40.4391	40.3783	40.3373	40.2617	40.0771	40.0290	40.1682	40.2489	40.5672	40.5253	40.4266	40.2913	40.2529	40.2101	40.2711	40.4047	40.7442	40.7487	40.5537	40.4169	40.3255	40.3723	40.3779	40.4719
8394.6	0.0140	40.4379	40.3921	40.3439	40.2777	40.0698	40.0215	40.1871	40.2524	40.5647	40.5317	40.4399	40.2967	40.2567	40.2040	40.2670	40.3954	40.7399	40.7534	40.5411	40.4251	40.3302	40.3751	40.3678	40.4825
8398.0	0.0140	40.4366	40.4021	40.3483	40.2818	40.0625	40.0150	40.1978	40.2548	40.5647	40.5349	40.4533	40.3034	40.2542	40.2009	40.2659	40.3861	40.7327	40.7499	40.5274	40.4228	40.3326	40.3668	40.3603	40.4957
8401.4	0.0140	40.4353	40.4108	40.3494	40.2911	40.0674	40.0140	40.2049	40.2571	40.5622	40.5391	40.4666	40.3075	40.2503	40.2009	40.2628	40.3808	40.7284	40.7511	40.5174	40.4239	40.3374	40.3627	40.3527	40.4983
8404.8	0.0140	40.4341	40.4208	40.3505	40.2911	40.0674	40.0161	40.2097	40.2595	40.5585	40.5380	40.4760	40.3115	40.2478	40.2009	40.2618	40.3755	40.7242	40.7464	40.5111	40.4251	40.3446	40.3558	40.3476	40.5036
8408.2	0.0140	40.4316	40.4283	40.3549	40.2965	40.0625	40.0161	40.2156	40.2595	40.5560	40.5380	40.4786	40.3142	40.2529	40.2040	40.2607	40.3689	40.7242	40.7337	40.5061	40.4251	40.3470	40.3544	40.3426	40.5049
8411.7	0.0140	40.4278	40.4346	40.3615	40.2885	40.0541	40.0161	40.2049	40.2595	40.5485	40.5338	40.4840	40.3169	40.2529	40.2040	40.2587	40.3649	40.7256	40.7268	40.5036	40.4287	40.3482	40.3530	40.3363	40.5089
8415.1	0.0140	40.4227	40.4359	40.3659	40.2844	40.0541	40.0129	40.1741	40.2618	40.5472	40.5327	40.4853	40.3210	40.2439	40.2081	40.2524	40.3623	40.7256	40.7256	40.5049	40.4334	40.3542	40.3503	40.3313	40.5194
8418.5	0.0140	40.4190	40.4346	40.3692	40.2791	40.0468	40.0075	40.1694	40.2653	40.5398	40.5285	40.4813	40.3223	40.2337	40.2040	40.2431	40.3597	40.7299	40.7279	40.5174	40.4463	40.3578	40.3516	40.3237	40.5102
8422.1	0.0140	40.4139	40.4359	40.3736	40.2764	40.0432	39.9947	40.1765	40.2700	40.5348	40.5264	40.4826	40.3223	40.2209	40.1969	40.2358	40.3544	40.7342	40.7349	40.5261	40.4605	40.3566	40.3475	40.3161	40.4943
8425.5	0.0140	40.4101	40.4359	40.3780	40.2777	40.0577	39.9850	40.1729	40.2747	40.5323	40.5232	40.4880	40.3210	40.2119	40.1846	40.2296	40.3504	40.7356	40.7487	40.5261	40.4746	40.3482	40.3461	40.3136	40.4732
8428.9	0.0140	40.4064	40.4334	40.3813	40.2791	40.0928	39.9807	40.1635	40.2689	40.5310	40.5211	40.4933	40.3210	40.2081	40.1734	40.2265	40.3491	40.7385	40.7592	40.5236	40.4794	40.3350	40.3268	40.3136	40.4574
8432.4	0.0140	40.4051	40.4384	40.3847	40.2791	40.1062	39.9775	40.1504	40.2595	40.5310	40.5211	40.5027	40.3250	40.2106	40.1694	40.2234	40.3464	40.7342	40.7592	40.5236	40.4711	40.3290	40.3130	40.3174	40.4482
8435.8	0.0140	40.4013	40.4434	40.3869	40.2804	40.1147	39.9775	40.1149	40.2595	40.5273	40.5222	40.5067	40.3277	40.2145	40.1643	40.2162	40.3425	40.7313	40.7638	40.5299	40.4640	40.3243	40.3048	40.3262	40.4469
8439.2	0.0140	40.3963	40.4446	40.3880	40.2818	40.1134	39.9775	40.0890	40.2689	40.5273	40.5232	40.5107	40.3318	40.2196	40.1612	40.2079	40.3412	40.7227	40.7638	40.5524	40.4699	40.3195	40.2952	40.3313	40.4456
8442.6	0.0140	40.3963	40.4496	40.3869	40.2831	40.1074	39.9797	40.0760	40.2700	40.5248	40.5222	40.5121	40.3372	40.2221	40.1551	40.1985	40.3385	40.7113	40.7545	40.5812	40.4735	40.3207	40.2910	40.3338	40.4429
8446.1	0.0140	40.3963	40.4459	40.3858	40.2818	40.0965	39.9797	40.0642	40.2618	40.5186	40.5190	40.5094	40.3426	40.2260	40.1521	40.1913	40.3359	40.7041	40.7349	40.5963	40.4758	40.3219	40.2841	40.3313	40.4337
8449.7	0.0140	40.4001	40.4459	40.3902	40.2804	40.0625	39.9797	40.0524	40.2559	40.5173	40.5158	40.5000	40.3521	40.2273	40.1439	40.1820	40.3346	40.7013	40.7198	40.6076	40.4770	40.3243	40.2786	40.3262	40.4245
8453.1	0.0140	40.4001	40.4396	40.3946	40.2697	40.0504	39.9797	40.0536	40.2512	40.5099	40.5127	40.4907	40.3602	40.2170	40.1368	40.1789	40.3332	40.6984	40.7245	40.6088	40.4794	40.3255	40.2718	40.3224	40.4140
8456.5	0.0140	40.4001	40.4359	40.3968	40.2724	40.0565	39.9818	40.0878	40.2477	40.5049	40.5105	40.4853	40.3642	40.2106	40.1236	40.1779	40.3319	40.6956	40.7256	40.6139	40.4841	40.3314	40.2635	40.3161	40.4087
8459.9	0.0140	40.3975	40.4321	40.3979	40.2737	40.0819	39.9882	40.1161	40.2465	40.5024	40.5063	40.4773	40.3669	40.2055	40.1134	40.1758	40.3332	40.6927	40.7256	40.6176	40.4912	40.3243	40.2539	40.3073	40.4074
8463.3	0.0140	40.3963	40.4296	40.4001	40.2644	40.0916	39.9990	40.1386	40.2477	40.4999	40.5031	40.4733	40.3724	40.2017	40.1084	40.1758	40.3332	40.6898	40.7245	40.6176	40.4912	40.3195	40.2512	40.2998	40.4048
8466.8	0.0140	40.3963	40.4283	40.3979	40.2537	40.1049	40.0118	40.1540	40.2512	40.4974	40.5010	40.4786	40.3818	40.2055	40.1053	40.1727	40.3346	40.6898	40.7198	40.6289	40.4912	40.3231	40.2622	40.2922	40.4008
8470.2	0.0140	40.3975	40.4258	40.3968	40.2483	40.1171	40.0226	40.1682	40.2512	40.4974	40.5021	40.4867	40.3859	40.2145	40.1033	40.1748	40.3359	40.6913	40.7175	40.6503	40.4900	40.3386	40.2731	40.2859	40.3956
8473.6	0.0140	40.3988	40.4271	40.4012	40.2470	40.1219	40.0301	40.1741	40.2489	40.4962	40.5042	40.4933	40.3845	40.2273	40.1033	40.1810	40.3332	40.6898	40.7141	40.6755	40.4841	40.3542	40.2814	40.2847	40.3851
8477.2	0.0140	40.4013	40.4296	40.4045	40.2377	40.1013	40.0301	40.1694	40.2407	40.4962	40.5063	40.4933	40.3724	40.2362	40.1094	40.1861	40.3359	40.6856	40.7072	40.7007	40.4817	40.3602	40.2883	40.2859	40.3772
8480.6	0.0140	40.4026	40.4296	40.4078	40.2337	40.0698	40.0290	40.1516	40.2301	40.4974	40.5095	40.4987	40.3669	40.2362	40.1124	40.1923	40.3385	40.6784	40.6945	40.7108	40.4794	40.3638	40.2896	40.2872	40.3667
8484.0	0.0140	40.4038	40.4271	40.4100	40.2350	40.0504	40.0290	40.1173	40.2254	40.4974	40.5127	40.5000	40.3642	40.2362	40.1165	40.1954	40.3372	40.6713	40.6829	40.6931	40.4770	40.3661	40.2883	40.2884	40.3628
8487.5	0.0140	40.4038	40.4258	40.4134	40.2323	40.0480	40.0312	40.0925	40.2172	40.4974	40.5158	40.5161	40.3629	40.2375	40.1226	40.1985	40.3372	40.6627	40.6772	40.6881	40.4770	40.3661	40.2855	40.2884	40.3602
8491.0	0.0140	40.4013	40.4221	40.4156	40.2403	40.0492	40.0344	40.0831	40.2114	40.4949	40.5169	40.5268	40.3615	40.2337	40.1256	40.1985	40.3398	40.6570	40.6806	40.7020	40.4770	40.3661	40.2841	40.2897	40.3615
8494.4	0.0140	40.4026	40.4208	40.4189	40.2443	40.0456	40.0376	40.0842	40.2090	40.4912	40.5148	40.5322	40.3602	40.2285	40.1348	40.1985	40.3359	40.6499	40.6875	40.7158	40.4794	40.3614	40.2814	40.2922	40.3549
8497.8	0.0140	40.4001	40.4183	40.4211	40.2510	40.0444	40.0408	40.0937	40.2114	40.4862	40.5116	40.5281	40.3602	40.2285	40.1439	40.1975	40.3372	40.6470	40.6910	40.7196	40.4770	40.3590	40.2924	40.2960	40.3392
8501.2	0.0140	40.3938	40.4121	40.4244	40.2617	40.0553	40.0451	40.1043	40.2090	40.4837	40.5137	40.5281	40.3602	40.2285	40.1521	40.1913	40.3372	40.6428	40.6956	40.7171	40.4723	40.3614	40.3103	40.2973	40.3248
8504.8	0.0140	40.3862	40.4108	40.4266	40.2724	40.0759	40.0516	40.1067	40.2090	40.4788	40.5158	40.5295	40.3615	40.2349	40.1551	40.1903	40.3359	40.6442	40.7095	40.7335	40.4688	40.3625	40.3282	40.2985	40.3143
8508.3	0.0140	40.3824	40.4121	40.4299	40.2764	40.0940	40.0537	40.1138	40.1997	40.4701	40.5179	40.5281	40.3669	40.2414	40.1632	40.1872	40.3306	40.6485	40.7222	40.7360	40.4676	40.3661	40.3337	40.2973	40.3078
8511.7	0.0140	40.3762	40.4146	40.4310	40.2671	40.1074	40.0580	40.1185	40.1926	40.4676	40.5179	40.5241	40.3791	40.2683	40.1683	40.1851	40.3306	40.6499	40.7326	40.7386	40.4676	40.3733	40.3309	40.2935	40.3078
8515.1	0.0140	40.3699	40.4196	40.4333	40.2751	40.1207	40.0548	40.1126	40.1891	40.4601	40.5190	40.5228	40.3927	40.2914	40.1775	40.1830	40.3293	40.6585	40.7430	40.7424	40.4676	40.3829	40.3296	40.2910	40.3025
8518.5	0.0140	40.3661	40.4246	40.4355	40.2965	40.1341	40.0559	40.0996	40.1880	40.4576	40.5169	40.5362	40.4076	40.3132	40.1867	40.1820	40.3279	40.6627	40.7406	40.7335	40.4688	40.3925	40.3323	40.2859	40.3143
8521.9	0.0140	40.3636	40.4246	40.4366	40.3085	40.1523	40.0548	40.0937	40.1821	40.4589	40.5137	40.5509	40.4198	40.3235	40.1938	40.1830	40.3266	40.6656	40.7326	40.7247	40.4746	40.4105	40.3365	40.2847	40.3313
8525.3	0.0140	40.3611	40.4246	40.4399	40.2992	40.1730	40.0548	40.0831	40.1634	40.4552	40.5137	40.5603	40.4225	40.3338	40.2030	40.1830	40.3266	40.6670	40.7233	40.7209	40.4794	40.4237	40.3406	40.2834	40.3484
8528.8	0.0140	40.3560	40.4258	40.4454	40.2978	40.1913	40.0537	40.0831	40.1506	40.4527	40.5095	40.5563	40.4265	40.3415	40.2142	40.1841	40.3240	40.6656	40.7118	40.7184	40.4853	40.4309	40.3447	40.2847	40.3562
8532.4	0.0140	40.3523	40.4208	40.4488	40.3005	40.2095	40.0537	40.0866	40.1354	40.4477	40.5042	40.5536	40.4320	40.3480	40.2265	40.1861	40.3200	40.6613	40.6945	40.7209	40.4888	40.4369	40.3503	40.2872	40.3667
8535.8	0.0140	40.3460	40.4196	40.4476	40.3019	40.1986	40.0580	40.0913	40.1237	40.4415	40.4989	40.5536	40.4388	40.3596	40.2387	40.1882	40.3161	40.6585	40.6852	40.7247	40.4876	40.4405	40.3558	40.2884	40.3706
8539.2	0.0140	40.3372	40.4146	40.4410	40.3112	40.1840	40.0634	40.0925	40.1155	40.4353	40.4926	40.5469	40.4442	40.3699	40.2489	40.1903	40.3081	40.6542	40.6783	40.7146	40.4888	40.4453	40.3627	40.2884	40.3746
8542.6	0.0140	40.3284	40.4108	40.4322	40.3179	40.1779	40.0752	40.0960	40.1144	40.4279	40.4884	40.5442	40.4483	40.3815	40.2612	40.1944	40.3002	40.6485	40.6656	40.6969	40.4900	40.4525	40.3682	40.2910	40.3969
8546.0	0.0140	40.3171	40.4083	40.4277	40.3260	40.1596	40.0925	40.1019	40.1144	40.4192	40.4873	40.5429	40.4496	40.3918	40.2673	40.1965	40.2923	40.6413	40.6484	40.6906	40.4912	40.4622	40.3723	40.2922	40.4219
8549.4	0.0140	40.3046	40.3983	40.4299	40.3340	40.1426	40.1108	40.1067	40.1167	40.4105	40.4820	40.5442	40.4523	40.4021	40.2776	40.2006	40.2897	40.6342	40.6288	40.6831	40.4876	40.4658	40.3737	40.2973	40.4258
8552.9	0.0140	40.2883	40.3896	40.4355	40.3407	40.1499	40.1259	40.1067	40.1132	40.4031	40.4767	40.5322	40.4523	40.4086	40.2827	40.2048	40.2818	40.6243	40.6070	40.6667	40.4888	40.4730	40.3751	40.3035	40.4153
8556.3	0.0140	40.2733	40.3783	40.4366	40.3354	40.1718	40.1334	40.1055	40.1121	40.3932	40.4673	40.5188	40.4551	40.4177	40.2806	40.2099	40.2792	40.6114	40.5874	40.6478	40.4853	40.4802	40.3848	40.3073	40.4035
8559.9	0.0140	40.2507	40.3596	40.4344	40.3313	40.1815	40.1367	40.0984	40.1121	40.3857	40.4536	40.5054	40.4551	40.4189	40.2827	40.2182	40.2752	40.6001	40.5645	40.6302	40.4841	40.4983	40.3875	40.3124	40.3982
8563.3	0.0140	40.2283	40.3384	40.4266	40.3367	40.1791	40.1410	40.0878	40.1109	40.3771	40.4388	40.4960	40.4578	40.4164	40.2796	40.2234	40.2713	40.5915	40.5553	40.6139	40.4865	40.5116	40.3944	40.3187	40.3995
8566.7	0.0140	40.2058	40.3172	40.4145	40.3407	40.1730	40.1453	40.0819	40.1016	40.3709	40.4220	40.4840	40.4619	40.4177	40.2817	40.2307	40.2726	40.5859	40.5473	40.5988	40.4924	40.5188	40.4138	40.3250	40.3930
8570.1	0.0140	40.1883	40.2948	40.4023	40.3434	40.1693	40.1442	40.0854	40.0887	40.3610	40.4020	40.4599	40.4673	40.4228	40.2806	40.2379	40.2713	40.5773	40.5370	40.5913	40.4971	40.5321	40.4332	40.3325	40.3903
8573.5	0.0140	40.1746	40.2799	40.3902	40.3501	40.1730	40.1453	40.0866	40.0783	40.3523	40.3820	40.4426	40.4686	40.4293	40.2817	40.2431	40.2713	40.5688	40.5221	40.5750	40.5030	40.5526	40.4457	40.3376	40.3877
8577.0	0.0140	40.1659	40.2712	40.3791	40.3542	40.1925	40.1421	40.0854	40.0736	40.3462	40.3621	40.4212	40.4727	40.4345	40.2878	40.2483	40.2739	40.5631	40.5061	40.5436	40.5172	40.5731	40.4526	40.3426	40.3877
8580.4	0.0140	40.1621	40.2662	40.3725	40.3555	40.2071	40.1334	40.0748	40.0806	40.3388	40.3453	40.3999	40.4714	40.4448	40.2929	40.2524	40.2752	40.5560	40.4935	40.5174	40.5219	40.5913	40.4873	40.3514	40.3825
8583.9	0.0140	40.1621	40.2637	40.3659	40.3609	40.2205	40.1291	40.0642	40.0887	40.3338	40.3327	40.3826	40.4619	40.4629	40.2939	40.2545	40.2765	40.5475	40.4798	40.4911	40.5184	40.6058	40.5262	40.3577	40.3746
8587.5	0.0140	40.1671	40.2600	40.3571	40.3770	40.2278	40.1183	40.0607	40.0981	40.3301	40.3233	40.3733	40.4537	40.4785	40.3011	40.2566	40.2792	40.5404	40.4718	40.4699	40.5042	40.6143	40.5526	40.3615	40.3733
8590.9	0.0140	40.1721	40.2587	40.3549	40.3837	40.2169	40.1076	40.0607	40.1121	40.3264	40.3160	40.3667	40.4442	40.4901	40.3022	40.2566	40.2765	40.5319	40.4661	40.4537	40.4900	40.6155	40.5707	40.3577	40.3733
8594.4	0.0140	40.1783	40.2513	40.3516	40.3877	40.2071	40.0968	40.0559	40.1190	40.3252	40.3097	40.3587	40.4360	40.4875	40.3052	40.2535	40.2765	40.5262	40.4764	40.4425	40.4782	40.6095	40.5721	40.3641	40.3733
8597.9	0.0140	40.1821	40.2426	40.3527	40.3877	40.1974	40.0882	40.0512	40.1202	40.3252	40.3034	40.3547	40.4265	40.4746	40.3052	40.2504	40.2726	40.5192	40.4935	40.4412	40.4676	40.6010	40.5694	40.3805	40.3667
8601.3	0.0140	40.1833	40.2438	40.3582	40.3837	40.1937	40.0828	40.0630	40.1121	40.3227	40.2971	40.3467	40.4171	40.4616	40.3196	40.2483	40.2726	40.5149	40.5130	40.4425	40.4593	40.5901	40.5582	40.4007	40.3615
8604.7	0.0140	40.1808	40.2476	40.3571	40.3716	40.2034	40.0795	40.0854	40.1109	40.3215	40.2940	40.3361	40.4089	40.4513	40.3329	40.2452	40.2752	40.5135	40.5301	40.4500	40.4499	40.5780	40.5457	40.4133	40.3720
8608.1	0.0140	40.1771	40.2525	40.3582	40.3636	40.2059	40.0785	40.1008	40.1121	40.3215	40.2898	40.3228	40.4008	40.4409	40.3432	40.2410	40.2752	40.5121	40.5336	40.4587	40.4511	40.5707	40.5429	40.4273	40.3825
8611.5	0.0140	40.1759	40.2525	40.3615	40.3474	40.2022	40.0795	40.1090	40.1132	40.3215	40.2867	40.3136	40.3913	40.4332	40.3514	40.2379	40.2818	40.5192	40.5313	40.4637	40.4511	40.5671	40.5443	40.4349	40.3916
8615.2	0.0140	40.1721	40.2550	40.3571	40.3139	40.1888	40.0795	40.1161	40.1214	40.3190	40.2835	40.3069	40.3818	40.4241	40.3545	40.2358	40.2857	40.5220	40.5255	40.4662	40.4463	40.5598	40.5415	40.4399	40.4008
8618.6	0.0140	40.1734	40.2562	40.3516	40.2911	40.1706	40.0806	40.1173	40.1284	40.3215	40.2794	40.3003	40.3791	40.4164	40.3555	40.2338	40.2857	40.5220	40.5301	40.4649	40.4440	40.5550	40.5359	40.4374	40.4008
8622.0	0.0140	40.1746	40.2600	40.3406	40.2724	40.1560	40.0817	40.1149	40.1354	40.3240	40.2762	40.3122	40.3737	40.4086	40.3555	40.2338	40.2910	40.5220	40.5439	40.4687	40.4428	40.5514	40.5345	40.4425	40.3903
8625.4	0.0140	40.1783	40.2612	40.3306	40.2684	40.1499	40.0860	40.1149	40.1436	40.3264	40.2752	40.3308	40.3710	40.4034	40.3555	40.2307	40.2923	40.5220	40.5542	40.4736	40.4416	40.5441	40.5373	40.4412	40.3877
8628.8	0.0140	40.1833	40.2625	40.3196	40.2684	40.1402	40.0914	40.1220	40.1529	40.3326	40.2752	40.3441	40.3696	40.3996	40.3576	40.2296	40.2897	40.5192	40.5542	40.4724	40.4428	40.5429	40.5387	40.4437	40.3811
8632.3	0.0140	40.1871	40.2637	40.2998	40.2657	40.1462	40.0989	40.1339	40.1599	40.3351	40.2762	40.3494	40.3656	40.3944	40.3504	40.2296	40.2910	40.5149	40.5553	40.4724	40.4404	40.5490	40.5429	40.4425	40.3798
